Date,Year,Month,Day,Weekday,Event
1864-01-19,1864,1,19,Tuesday,"Sends good wishes to Maria Congreve, who is visiting Italy in an effort to improve her husband's health: 'I please myself that you will all come back with stores of strength and delightful memories' (Letters 2: 374). "
1864-01-22,1864,1,22,Friday,"Tells Sara Hennell of her recent interest in the personality and writings of Robert Buchanan, and reports the high opinion of Cara Bray's British Empire entertained by Herbert Spencer 's father. Writes to Hedwig Sauppe, an old Weimar acquaintance, stating that permission to translate Romola should be obtained from the publisher. "
1864-01-29,1864,1,29,Friday,"Death of half-brother Robert Evans. "
1864-02-02,1864,2,2,Tuesday,"Thanks her nephew Robert Evans for news of the death of his father. "
1864-02-04,1864,2,4,Thursday,"Entertain Theodore Martin and Anthony Trollope. "
1864-02-06,1864,2,6,Saturday,"Sympathises with Bessie Parkes on the death of her friend Adelaide Proctor. "
1864-02-07,1864,2,7,Sunday,"Watches Kate Bateman in Augustin Daly's Leah the Forsaken. "
1864-02-11,1864,2,11,Thursday,"GHL suggests GE should write a play for Helen Faucit, and sketches a plot himself. This is perhaps Savello, for details of which see Letters 4: 132-3. "
1864-02-12,1864,2,12,Friday,"Writes a letter of sympathy to Robert Evans's widow, Jane. "
1864-02-14,1864,2,14,Sunday,"F. W. Burton asks to take her portrait. "
1864-03-03,1864,3,3,Thursday,"Pleased to hear of Clementia Taylor's interest in 'David Gray' by Robert Buchanan: 'It is good for us all that these true stories should be well told' (Cross 2: 378). "
1864-03-07,1864,3,7,Monday,"Asks Cara Bray to call when she visits Sydenham. Blackwood sends a cheque for £150, again reporting poor sales of the Cheap edition. "
1864-03-15,1864,3,15,Tuesday,"Thanked by widow of Robert Evans for her letter of sympathy, and told that Bede was the last book he read. "
1864-03-20,1864,3,20,Sunday,"Sends Sara Hennell an autograph of Sir John Herschel. "
1864-03-25,1864,3,25,Friday,"Shares Clementia Taylor's delight at Northern successes in the American Civil War, also remarking, 'I wish an immortal drama could be got out of my sorrows, that people might be the better for them two thousand years hence. But fog, east wind, and headache are not great dramatic motives' (Cross 2: 380--1). "
1864-03-27,1864,3,27,Sunday,"Spend a week in Glasgow, seeing Helen Faucit act. "
1864-04-04,1864,4,4,Monday,"Delighted to receive animated first letter from Thornton in South Africa, and reports selected details of it to Barbara Bodichon. Visit Leighton's studio. "
1864-04-06,1864,4,6,Wednesday,"Visited by Herbert Spencer, discussing his relation to Comte. "
1864-04-09,1864,4,9,Saturday,"See Mulready 's pictures at the South Kensington Museum. "
1864-04-15,1864,4,15,Friday,"Thanks Mary Marshall for sending news of the death of her mother (also Mary Marshall), an aunt of Cara Bray and Sara Hennell. "
1864-04-18,1864,4,18,Monday,"Attend working-class deputation to Garibaldi at Crystal Palace, meeting F. D. Maurice. "
1864-04-25,1864,4,25,Monday,"First meeting, at a Covent Garden performance of Rossini's William Tell, with the Lehmanns, soon to become close friends. "
1864-04-30,1864,4,30,Saturday,"Informs Sara Hennell of her impending departure for Italy. Tells Nina Lehmann that she hopes to be able to accept her invitation to dinner. "
1864-05-03,1864,5,3,Tuesday,"Thanked by Smith for 'Brother Jacob', which had been given to the Cornhill gratis as a result of the comparative failure of Romola. "
1864-05-04,1864,5,4,Wednesday,"Set out for Italy with Frederic Burton, the holiday lasting seven weeks. On their visit to Venice the idea for The Spanish Gypsy occurs to GE. "
1864-05-15,1864,5,15,Sunday,"Asks Theodosia Trollope if it will be possible to visit her on their journey from Venice to the Alps. "
1864-05-18,1864,5,18,Wednesday,"GHL sends Charles Lewes details of the pleasures of the stay in Venice. "
1864-06-20,1864,6,20,Monday,"Return to London. Charles Lewes becomes engaged. "
1864-06-24,1864,6,24,Friday,"Writes to D’Albert with details of their Italian holiday, and of Charles Lewes's engagement. "
1864-06-25,1864,6,25,Saturday,"First meeting with Richard Monckton Milnes. "
1864-06-29,1864,6,29,Wednesday,"First sitting for a portrait by Burton. Begins a Spanish drama - later to become The Spanish Gypsy. "
1864-07-13,1864,7,13,Wednesday,"Reading Newman's Apologia with 'absorbing interest' (Letters IV, 158). Also sends Sara Hennell her views on Holman Hunt's Afterglow in Egypt. "
1864-07-17,1864,7,17,Sunday,"Writes in Journal, 'Horrible scepticism about all things paralysing my mind. Shall I ever be good for anything again? Ever do anything again?' (Cross 2: 386). "
1864-07-19,1864,7,19,Tuesday,"Reading Gibbon. "
1864-08-28,1864,8,28,Sunday,"Envies Sara Hennell her opportunities of seeing and hearing J. H. Newman: 'I... should like to make an expedition to Birmingham for that sole end' (Cross 2: 387). "
1864-09-06,1864,9,6,Tuesday,"At work on Spanish drama. "
1864-09-13,1864,9,13,Tuesday,"Begin two-and-a-half-week stay at Scarborough and Harrogate, taking the waters to improve GHL's health. GE begins to study Spanish. Reading includes Tennyson's Idylls. "
1864-09-26,1864,9,26,Monday,"Sends Sara Hennell details of their early experiences in Yorkshire. "
1864-10-01,1864,10,1,Saturday,"Return to The Priory, GE much gratified by the improvement in GHL's health, though this is not finally restored until November. "
1864-10-03,1864,10,3,Monday,"Invites Maria Congreve to stay the following weekend. "
1864-10-05,1864,10,5,Wednesday,"Finishes first draft of Act I of Spanish drama. "
1864-10-10,1864,10,10,Monday,"Tells Maria Congreve that her visit was 'pure delight' (Cross 2: 390). "
1864-10-12,1864,10,12,Wednesday,"Begins Act II of Spanish drama. "
1864-10-15,1864,10,15,Saturday,"Sits for her portrait by Burton. "
1864-10-20,1864,10,20,Thursday,"GHL begins a fortnight's water cure at Malvern. "
1864-11-04,1864,11,4,Friday,"Reads Act II of Spanish drama to GHL. "
1864-11-10,1864,11,10,Thursday,"'Sticking in the mud continually in the construction of the 3d, 4th, and 5th Act' (Cross 2: 391). "
1864-11-23,1864,11,23,Wednesday,"Belatedly sends birthday greetings to Sara Hennell. "
1864-12-15,1864,12,15,Thursday,"'Much malaise and feebleness' (Letters 4: 169). Sends Charles Bray a cheque for unemployed weavers. "
1864-12-25,1864,12,25,Sunday,"GHL records his appointment as an adviser to the Pall Mall Gazette. GE finishes Act III of Spanish drama."
1865-01-01,1865,1,1,Sunday,"Records in Journal, 'The last year has been unmarked by any trouble except health. . . . The last quarter has made an epoch for me, by the fact that, for the first time in my serious authorship, I have written verse' (Letters 2: 394). "
1865-01-02,1865,1,2,Monday,"Begins 'My Vegetarian Friend', published as 'A Minor Prophet' in Jubal. "
1865-01-08,1865,1,8,Sunday,"Visited for two nights by Maria Congreve. Thanks George Smith for the gift of an oyster dish. "
1865-01-09,1865,1,9,Monday,"GHL invites Nina Lehmann to call. "
1865-01-12,1865,1,12,Thursday,"Sends D’Albert her family news. "
1865-01-13,1865,1,13,Friday,"GHL sends lengthy outline of his conception of the Fortnightly Review to Henry Seymour. "
1865-01-15,1865,1,15,Sunday,"Begin 11 day holiday in Paris, spending six evenings at various theatres, and visiting Comte's house, subsequently telling Maria Congreve, 'Such places, that knew the great dead, always move me deeply; and I had an unexpected sight of interest in the photograph taken at the very last' (Letters 2: 395). "
1865-01-28,1865,1,28,Saturday,"Finishes 'A Minor Prophet'. "
1865-02-06,1865,2,6,Monday,"Sends her recent news to Sarah Hennell. "
1865-02-07,1865,2,7,Tuesday,"Appearance of first number of Pall Mall Gazette. "
1865-02-17,1865,2,17,Friday,"Visited by Maria Congreve. "
1865-02-18,1865,2,18,Saturday,"Host their first evening party since the previous winter. Sunday afternoon At Homes now begin to replace Saturday evening parties. "
1865-02-19,1865,2,19,Sunday,"Sends Maria Congreve a report of the party: 'If the severest sense of fulfilling a duty could make one's parties pleasant, who so deserving as I? I tum my inward shudders into outward smiles, and talk fast with a sense of lead on my tongue' (Letters 2: 397). "
1865-02-21,1865,2,21,Tuesday,"Notes in Journal, 'George has taken my drama away from me,' an action caused by GE's prolonged depression (Cross 2: 397). "
1865-02-27,1865,2,27,Monday,"Sends Barbara Bodichon the date of Charles's wedding: 'We have loved Gertrude better and better as we have seen more of her, and we both feel that we could have desired no better lot for Charlie' (Letters 8: 333). "
1865-03-01,1865,3,1,Wednesday,"Writes 'A Word for the Germans' for the Pall Mall Gazette. "
1865-03-07,1865,3,7,Tuesday,"'A Word for the Germans' published. "
1865-03-09,1865,3,9,Thursday,"Much impressed by Helen Faucit’s performance of Rosalind in As You Like It. "
1865-03-10,1865,3,10,Friday,"Visited by Sara Hennell. Writes to congratulate Helen Faucit on her performance. "
1865-03-12,1865,3,12,Sunday,"Begins two-day stay with the Congreves. "
1865-03-17,1865,3,17,Friday,"'Servants' Logic' published in the Pall Mall Gazette. "
1865-03-18,1865,3,18,Saturday,"Commiserates with Cara Bray on the death of the Brays' adopted daughter Nelly: 'I don't know whether you strongly share, as I do, the old belief that made men say the gods loved those who died young. It seems to me truer than ever, now life has become more complex, and more problems have to be worked out'  (Cross 2: 400). "
1865-03-20,1865,3,20,Monday,"Attend marriage of Charles Lewes to Gertrude Hill. "
1865-03-21,1865,3,21,Tuesday,"GHL persuaded at a meeting of the stockholders to become editor of the Fortnightly Review. "
1865-03-25,1865,3,25,Saturday,"Notes in Journal, 'I am in deep depression, feeling powerless. I have written nothing but beginnings since I finished a little article for the Pall Mall' (Cross  2: 401). "
1865-03-29,1865,3,29,Wednesday,"Sends letter on 'Futile Falsehoods' to Pall Mall Gazette. Begins Felix Holt. "
1865-04-03,1865,4,3,Monday,"'Futile Falsehoods' published. "
1865-05-04,1865,5,4,Thursday,"Sends article on Lecky's History of Rationalism to Fortnightly. "
1865-05-13,1865,5,13,Saturday,"'Modern Housekeeping' appears in the Pall Mall Gazette. "
1865-05-14,1865,5,14,Sunday,"Herbert Spencer to lunch. "
1865-05-15,1865,5,15,Monday,"Appearance of first number of Fortnightly, to which GE contributes two articles: 'The Influence of Rationalism' and 'The Grammar of Ornament'. Begin five-day stay in Eastbourne, Sussex. "
1865-05-18,1865,5,18,Thursday,"Explains to Sara Hennell both her own involvement and that of GHL in the Fortnightly. "
1865-05-28,1865,5,28,Sunday,"Finishes Bamford’s Passages from the Life of a Radical. Begins to reread J. S. Mill's Political Economy. "
1865-06-07,1865,6,7,Wednesday,"Finishes reading the Annual Register for 1832. "
1865-06-13,1865,6,13,Tuesday,"Spends two hours discussing Holt with GHL. "
1865-06-15,1865,6,15,Thursday,"Records in Journal: 'Read again Aristotle's Poetics with fresh admiration' (Cross 2: 404). "
1865-06-19,1865,6,19,Monday,"Notes in Journal, 'Walked together on Wimbledon Common, in outer and inner sunshine, as of old; then dined with Mr and Mrs Congreve, and had much pleasant talk.' "
1865-06-20,1865,6,20,Tuesday,"Reads opening of Holt to GHL. "
1865-06-25,1865,6,25,Sunday,"Reading Shakespeare's King John. "
1865-07-03,1865,7,3,Monday,"Again attends Faust at Covent Garden. "
1865-07-10,1865,7,10,Monday,"Writes to Clementia Taylor about J. S. Mill, whose work she has been reading in recent weeks. "
1865-07-22,1865,7,22,Saturday,"Last sitting for Burton portrait. "
1865-07-23,1865,7,23,Sunday,"Records in Journal that she is working 'doggedly' at Holt, 'seeing what determination can do in the face of despair' (Cross 2: 406). Reading Daniel Neal's History of the Puritans. "
1865-07-29,1865,7,29,Saturday,"Maria Congreve to lunch. "
1865-07-31,1865,7,31,Monday,"Sends a lengthy letter of news to Cara Bray. "
1865-08-01,1865,8,1,Tuesday,"Declines to contribute to fund for Mazzini under the present terms. "
1865-08-02,1865,8,2,Wednesday,"Finishes reading Aeschylus's Agamemnon for the second time. "
1865-08-10,1865,8,10,Thursday,"Leave for month in Normandy and Brittany, GE keeping a Journal of their travels. "
1865-09-01,1865,9,1,Friday,"Illustrated edition of Romola printed. Probably published later this month. "
1865-09-07,1865,9,7,Thursday,"Return from a month's holiday in Normandy and Brittany. (For itinerary, see Cross 2: 409.) Subsequently reports to Sara Hennell: 'Our travelling in Brittany was a good deal marred and obstructed by the Emperor's fête. . . . But the Norman churches, the great cathedrals at Le Mans, Tours, and Chartres, with their marvellous painted glass, were worth much scrambling to see' (Cross 2: 412). "
1865-09-14,1865,9,14,Thursday,"Sympathises with Sara Hennell following the death of her friend Joanna Bonham Carter, and reaffirms their friendship: 'the delight I had in you, and in the hours we spent together, is really part of my life, and can never die out of me' (Cross 2: 410). "
1865-09-16,1865,9,16,Saturday,"Helps Sara Hennell with the title of Present Religion. "
1865-10-14,1865,10,14,Saturday,"Reaches p. 74 in manuscript of Holt. "
1865-10-15,1865,10,15,Sunday,"Shown several memorabilia of E. B. Browning by Robert Browning, a developing admirer. "
1865-10-28,1865,10,28,Saturday,"Discusses David Masson’s Recent British Philosophy in letter to Sara Hennell. "
1865-11-15,1865,11,15,Wednesday,"Reading includes Henry Fawcett, The Economic Position of the English Labourer; J. S. Mill, On Liberty; Daniel Neal, History of the Puritans (vol. IV now reached); and Strauss's second Life of Jesus. "
1865-11-16,1865,11,16,Thursday,"Writes Mr Lyon's story (ch. 6 of Holt). Reads the Bible. "
1865-11-22,1865,11,22,Wednesday,"Reaches end of ch. 7 of Holt. "
1865-11-24,1865,11,24,Friday,"Finishes Neal's History. Begins Hallam's View of the State of Europe during the Middle Ages. "
1865-12-04,1865,12,4,Monday,"Sends Maria Congreve Trollope's Orley Farm and The Small House at Allington, also telling her, 'I think more of you than you are likely to imagine, and I believe we talk of you all more than of any other mortals' (Cross 2: 414). "
1865-12-08,1865,12,8,Friday,"Hear Handel's Israel in Egypt at the Exeter Hall. "
1865-12-11,1865,12,11,Monday,"Finishes eh. 10 of Holt. "
1865-12-17,1865,12,17,Sunday,"Sends a lengthy letter of personal news to D’Albert. "
1865-12-21,1865,12,21,Thursday,"Clarifies her views of Dissent and Establishment in letter to Gertrude Lewes: 'as a system of thought . . . the Church of England is the least morally dignified of all forms of Christianity . . . but as a portion of my earliest associations and most poetic memories, it would be more likely to tempt me into partiality than any other form of dissent' (Letters 4: 214)."
1865-12-24,1865,12,24,Sunday,"Records in Journal, 'For two days I have been sticking in the mud from doubt about my construction . . .' (Cross 2: 415)."
1866-01-05,1866,1,5,Friday,"Invites Harrison to visit, subsequently seeking his advice on legal problems in Holt, which give rise to a considerable correspondence during this month, "
1866-01-09,1866,1,9,Tuesday,"Entertain Huxley, Beesly, Burton, Spencer and Harrison. "
1866-01-15,1866,1,15,Monday,"Discusses Proudhon and Courbet in letter to Barbara Bodichon. "
1866-01-23,1866,1,23,Tuesday,"Begin fortnight in Tunbridge Wells. "
1866-01-28,1866,1,28,Sunday,"Reports to Maria Congreve an improvement in GHL's health. "
1866-02-12,1866,2,12,Monday,"Sends Sarah Hennell an account of the stay at Tunbridge: 'Alas! we had chiefly bad weather... George was a little benefited, but only a little . . . After the notion I have given you of my health, you will not wonder if I say that I don't know when anything of mine will appear. I can never reckon on myself' (Letters 2: 424). "
1866-03-07,1866,3,7,Wednesday,"Reading Theocritus, Mill's Logic, and books on English history and law. "
1866-03-08,1866,3,8,Thursday,"Anthony Trollope to lunch. "
1866-03-17,1866,3,17,Saturday,"Hear Joachim, Piatti and Hallé in music by Beethoven at St James's Hall. "
1866-03-26,1866,3,26,Monday,"Reads the existing manuscript of Holt to GHL. "
1866-03-31,1866,3,31,Saturday,"Records sickness hindering progress in previous fortnight. Now working on chs 30-1 of Holt. "
1866-04-09,1866,4,9,Monday,"Writes to Sara Hennell, 'I torment myself less with fruitless regrets that my particular life has not been more perfect. The young things are growing, and to me it is not melancholy but joyous that the world will be brighter after I am gone than it has been in the brief time of my existence' (Cross 2: 425). "
1866-04-10,1866,4,10,Tuesday,"Notes the poor progress of Gladstone's Reform Bill in the Commons. Again seeks Harrison's advice. "
1866-04-12,1866,4,12,Thursday,"Manuscript of Holt vol. II completed. "
1866-04-16,1866,4,16,Monday,"Begins vol. III of Holt manuscript. "
1866-04-18,1866,4,18,Wednesday,"GHL tells Blackwood that Holt should be ready for publication by the end of May, and invites him to make an offer for the copyright. "
1866-04-20,1866,4,20,Friday,"Blackwood expresses his satisfaction that GE should be contemplating a return to his firm, but declines to make a definite offer until he has been able to see the manuscript. "
1866-04-21,1866,4,21,Saturday,"Manuscript of vols I and II sent for Blackwood's opinion. "
1866-04-22,1866,4,22,Sunday,"Blackwood describes his delight with the opening of Holt. "
1866-04-24,1866,4,24,Tuesday,"Blackwood offers £5000 for five-year copyright of Holt, and expresses himself 'lost in wonder and admiration of Mrs Lewes's powers' (Letters 4: 243). "
1866-04-25,1866,4,25,Wednesday,"GHL accepts Blackwood's offer: 'It is a great pleasure to me to be writing to you again, as in the old days. After your kind LettersI am chiefly anxious that the publication of Felix Holt may be a satisfaction to you from beginning to end' (Letters 2: 427). "
1866-04-26,1866,4,26,Thursday,"Blackwood sends a lengthier encomium. "
1866-04-27,1866,4,27,Friday,"Describes to Blackwood some of the research for, and depression caused by, Holt, and thanks him for his enthusiasm: 'Your letter has made me feel, more strongly than any other testimony, that it would have been a pity if I had listened to the tempter Despondency' (Letters 2: 428). "
1866-05-01,1866,5,1,Tuesday,"Begin a week's stay near Dorking to improve GHL's health. GHL requests Blackwood to offer the right of translation of Holt into German to Frederick Lehmann. "
1866-05-02,1866,5,2,Wednesday,"Harrison answers queries on transportation, and noncombatants being made prisoners of war. "
1866-05-07,1866,5,7,Monday,"Tells William Blackwood of her satisfaction in returning to the firm, and that there is now no need to print epistolary sections of Holt in italic. "
1866-05-26,1866,5,26,Saturday,"Harrison offers four legal comments on the trial scene. GE writes to Harrison agreeing to alter the scene so that Esther will become the last witness. "
1866-05-31,1866,5,31,Thursday,"Finishes Holt, subsequently remarking to Maria Congreve, 'As soon as I had finished I felt well' (Cross  2: 430). "
1866-06-01,1866,6,1,Friday,"Harrison concludes his legal examination of the proofs, and congratulates GE on the accuracy of her researches. "
1866-06-02,1866,6,2,Saturday,"Final proof of Holt handed over to Blackwood and his nephew, who call to express their delight in the novel's conclusion. "
1866-06-03,1866,6,3,Sunday,"Visit GHL's mother. "
1866-06-05,1866,6,5,Tuesday,"Blackwood and his nephew to lunch. Writes to Cara Bray regretting the impossibility of a meeting before she and GHL begin their holiday. See Donizetti's L'Elisir d'amore. "
1866-06-07,1866,6,7,Thursday,"Leave for Holland, Belgium and Germany. "
1866-06-10,1866,6,10,Sunday,"See the Oberammergau passion play presented in Antwerp. "
1866-06-14,1866,6,14,Thursday,"Holt published, and soon accorded excellent reviews. "
1866-06-20,1866,6,20,Wednesday,"E. G. Bulwer-Lytton sends Blackwood a two-sided response to Holt. "
1866-06-23,1866,6,23,Saturday,"Thanks Blackwood for sending details of the favourable reception of Holt, and sends him news of their holiday. "
1866-06-25,1866,6,25,Monday,"Sends Maria Congreve an account of the progress of their holiday: 'Already we feel great benefit from our quiet journeying and repose' (Cross 2: 433). "
1866-06-26,1866,6,26,Tuesday,"Blackwood again enlarges on the reception of Holt, dismissing The Times's claim that the trial scene had been suggested by a recent novel of Charles Reade's. "
1866-07-19,1866,7,19,Thursday,"Harrison writes of Holt’s excellent reception, and hopes that GE may be able to produce a Positivist work of art. "
1866-07-21,1866,7,21,Saturday,"Blackwood tells GHL, 'I do not know that I ever saw a Novel received with a more universal acclaim than Felix' (Letters 4: 289). "
1866-08-02,1866,8,2,Thursday,"Return home from continental tour. Invites the Congreves to dine in the course of the corning week. "
1866-08-03,1866,8,3,Friday,"Trollope thanks GE for Holt: 'To me the great glory of Felix Holt is the fulness of thought which has been bestowed on it. . . . I think its success is unrivalled' (Letters 8: 381). "
1866-08-04,1866,8,4,Saturday,"Asks Harrison to visit soon. Expresses to Blackwood her approval of the physical appearance of the three volumes of Holt. "
1866-08-05,1866,8,5,Sunday,"Thanks Trollope for his praise of Holt. "
1866-08-10,1866,8,10,Friday,"Sends Sara Hennell an account of their travels, including the Oberarnmergau passion play: 'All the rest was inferior, and might even have had a painful approach to the ludicrous; but both the person and the action of the Jesus were fine enough to overpower all meaner impressions. Mr Lewes . . . felt what I am saying quite as much as I did, and was much moved' (Cross 2: 438). "
1866-08-14,1866,8,14,Tuesday,"Regrets having to decline an invitation to visit her nephew Robert Evans and his wife because of the pressures of preparing for Bertie's departure for South Africa. "
1866-08-15,1866,8,15,Wednesday,"Replies to Harrison’s request with a lengthy letter on aesthetic and novelistic problems, promising to bear 'the great possibility (or impossibility)' of his suggestion in mind. Also reveals that she is going to rework Gypsy (Cross  2: 442). "
1866-08-30,1866,8,30,Thursday,"Notes in Journal, 'I have taken up the idea of my drama, The Spanish Gypsy, again, and am reading on Spanish subjects - Bouterwek, Sismondi, Depping, Llorente, &c.' (Cross  2: 439). "
1866-09-06,1866,9,6,Thursday,"Tells Blackwood that she is 'swimming in Spanish history and literature' (Cross 2: 444). "
1866-09-08,1866,9,8,Saturday,"Give farewell dinner party for Bertie Lewes, who sets out the next day to join Thornton in South Africa. "
1866-09-10,1866,9,10,Monday,"Blackwood, slightly disappointed at the sale of Holt in three volumes, suggests reprinting the novel in two. "
1866-09-11,1866,9,11,Tuesday,"Agrees to Blackwood’s proposal. "
1866-09-14,1866,9,14,Friday,"Sends an unusually semi-confessional letter of sympathy to the American journalist Harriet Peirce. "
1866-09-15,1866,9,15,Saturday,"Journal recalls, 'Finished Depping’s Juifs au Moyen Age. Reading Chaucer, to study English. Also reading on Acoustics, Musical Instruments, &c.' (Cross 2: 445). "
1866-09-21,1866,9,21,Friday,"Sends D’Albert her domestic news. "
1866-09-24,1866,9,24,Monday,"Gertrude Lewes's first child dies as a result of an accident during birth. "
1866-09-29,1866,9,29,Saturday,"Thanks Sara Hennell for her sympathy over the loss of Gertrude's baby. "
1866-10-15,1866,10,15,Monday,"Decides on new form for Gypsy. "
1866-11-02,1866,11,2,Friday,"Encourages Blackwood's scheme for an illustrated edition of the novels. "
1866-11-09,1866,11,9,Friday,"GHL resigns editorship of the Fortnightly. Trollope writes regretting the resignation, and asking GHL's opinion of John Morley as a possible successor. "
1866-11-22,1866,11,22,Thursday,"Reading Renan, Histoire des langues sémitiques, and Ticknor, Spanish Literature. Thanks Sara Hennell for her birthday greetings: 'I am very well now, and able to enjoy my happiness. One has happiness sometimes without being able to enjoy it' (Letters 2: 446). "
1866-12-06,1866,12,6,Thursday,"Finish a week at Tunbridge Wells, where reading includes works on astronomy and history, and Spanish ballads on Bernardo del Carpio. "
1866-12-07,1866,12,7,Friday,"Tells Sara Hennell, 'No, I don't feel as if my faculties were failing me. On the contrary, I enjoy all subjects - all study - more than I ever did in my life before. But that very fact makes me more in need of resignation to the certain approach of age and death. Science, history, poetry - I don't know which draws me most, and there is little time left me for any of them' (Cross  2: 446-7). "
1866-12-09,1866,12,9,Sunday,"Thornton writes to say he has bought a farm at Wakkerstroom in the Transvaal. "
1866-12-11,1866,12,11,Tuesday,"Publication of the (two-volume) edition of Holt. Thanks Jane Senior for the offer of the use of a house in Spain, but declines, chiefly on the grounds of GHL’s ill health. "
1866-12-13,1866,12,13,Thursday,"Blackwood, though noting that sales have been disappointing, sends first instalment of £1666 for Holt. "
1866-12-15,1866,12,15,Saturday,"Regrets having been out when Eliza Linton called, and hopes her visit will soon be repeated. "
1866-12-21,1866,12,21,Friday,"Blackwood formally suggests a stereotyped (and illustrated) edition of GE’s works and offers terms: £5000 for five novels for five years. "
1866-12-22,1866,12,22,Saturday,"GE accepts Blackwood's offer. "
1866-12-23,1866,12,23,Sunday,"Thanks George Smith for the gift of a travelling bag. "
1866-12-27,1866,12,27,Thursday,"Set out for France and Spain, chiefly to improve GHL's health. "
1866-12-31,1866,12,31,Monday,"Meet Renan in Paris. "
1867-01-04,1867,1,4,Friday,"Sends Barbara Bodichon a description of their journey so far, including their encounter with Renan. "
1867-01-10,1867,1,10,Thursday,"Again studying Spanish. "
1867-01-16,1867,1,16,Wednesday,"Reading Comte. GE tells Maria Congreve, 'My gratitude increases continually for the illumination Comte has contributed to my life' (Cross 3: 3-4), and also sends her an account of their travels. "
1867-01-23,1867,1,23,Wednesday,"See Nina Lehmann at Pau. "
1867-01-26,1867,1,26,Saturday,"Reports to George Smith the usefulness of the travelling bag. "
1867-02-02,1867,2,2,Saturday,"Gives Barbara Bodichon details of their travels, and mentions their proposed itinerary. "
1867-02-05,1867,2,5,Tuesday,"Harrison, in the Pall Mall Gazette, proves the folly of a legal criticism of Holt in the Edinburgh Review. "
1867-02-18,1867,2,18,Monday,"Thanks Harrison for his Pall Mall article, also telling him, 'Just now we read nothing but Spanish novels - and not much of those. We said good-bye to philosophy and science when we packed up our trunks at Biarritz' (Cross 3: 10). "
1867-02-21,1867,2,21,Thursday,"Informs Blackwood of her literary purpose in visiting Spain, and of the success of the trip. "
1867-03-10,1867,3,10,Sunday,"Tells Maria Congreve, 'Mr Lewes says he thinks he never enjoyed a journey so much' (Cross 3: 12). "
1867-03-16,1867,3,16,Saturday,"Return to London from Spain. GE resumes work on Gypsy. "
1867-03-20,1867,3,20,Wednesday,"Blackwood sends £2166, but reports a scant sale for the second edition of Holt. "
1867-03-21,1867,3,21,Thursday,"Tells Blackwood of her Spanish poem, written and then put by in 1864, of which GHL is now hopeful, and of 'private projects about an English novel' (Cross 3: 16). "
1867-03-25,1867,3,25,Monday,"Sends Cara Bray details of their holiday, likening Renan's manner to that of an amiable Dissenting minister. "
1867-04-05,1867,4,5,Friday,"Receives first number of Bede, which commences the Stereotyped edition of the novels. "
1867-04-06,1867,4,6,Saturday,"Urges Cara Bray to call on her when in town. "
1867-04-12,1867,4,12,Friday,"Sends news of their holiday to D’Albert. "
1867-04-18,1867,4,18,Thursday,"GHL's fiftieth birthday. "
1867-05-05,1867,5,5,Sunday,"Attends the first of Congreve's Positivist lectures. "
1867-05-09,1867,5,9,Thursday,"Writes to Barbara Bodichon, discussing the death of a neighbour, Joseph Neuberg, and a visit to the historical-portrait collection at South Kensington. "
1867-05-11,1867,5,11,Saturday,"The Calls to dinner. "
1867-05-12,1867,5,12,Sunday,"Attends Congreve's lecture again, noting decreased attendance "
1867-05-13,1867,5,13,Monday,"Writes to Sara Hennell about the Congreve lectures. "
1867-05-14,1867,5,14,Tuesday,"Discusses female enfranchisement in letter to Morley, telling him that her attitude is very nearly his own. "
1867-05-19,1867,5,19,Sunday,"Attends Congreve. "
1867-05-22,1867,5,22,Wednesday,"Thanks Jane Senior for advice on millinery. "
1867-05-26,1867,5,26,Sunday,"Attends Congreve. "
1867-05-27,1867,5,27,Monday,"See Academy exhibition. "
1867-05-30,1867,5,30,Thursday,"Agrees with Clementia Taylor's desire 'to see women socially elevated - educated equally with men, and secured as far as possible along with every breathing creature from suffering the exercise of any unrighteous power' (Cross 3: 18). Tells Blackwood of her delight with the Stereotyped edition of Bede, and especially with the title-page vignette. "
1867-06-01,1867,6,1,Saturday,"Reaches the point of Fedalma's appearance in the Plaça in Gypsy. "
1867-06-05,1867,6,5,Wednesday,"Blackwood to dinner. Reads him, to his pleasure, the first 56 pages of Gypsy manuscript. "
1867-06-20,1867,6,20,Thursday,"Spend day at Eton with Oscar Browning. "
1867-06-26,1867,6,26,Wednesday,"Begin fortnight on the Isle of Wight. "
1867-07-10,1867,7,10,Wednesday,"Return from Isle of Wight. "
1867-07-15,1867,7,15,Monday,"Blackwood sends cheque for £2166, but reports the near-failure of the Stereotyped edition of the novels. "
1867-07-16,1867,7,16,Tuesday,"Replies to a letter from Cara Bray, mentioning Arthur Helps's unsuccessful china-day speculation, and giving details of the two portraits of her by Burton and Laurence. "
1867-07-26,1867,7,26,Friday,"Thanks Oscar Browning for sending her a chair. Tells Smith her new production (i.e. Gypsy) will not be suitable for the Cornhill. "
1867-07-27,1867,7,27,Saturday,"Read Congreve’s 'Mr Broadhead and the Anonymous Press', a defence of the instigator of the Sheffield trade-union outrages. "
1867-07-28,1867,7,28,Sunday,"Tells Maria Congreve of her cordial satisfaction with Congreve’s pamphlet. "
1867-07-29,1867,7,29,Monday,"Leave for Germany, meeting Edmund Benson and his wife on the Channel crossing. Much reading of Tennyson on this tour. "
